dstport,protocol,tag
46478,icmp,sv_P5
45668,icmp,email
2426,icmp,email
27947,udp,email
16735,udp,sv_P3
28270,tcp,email
55207,udp,sv_P5
8244,tcp,sv_P3
23677,icmp,email
55933,udp,sv_P3
6277,tcp,sv_P2
7969,tcp,sv_P5
15363,tcp,sv_P4
63245,tcp,sv_P5
65454,icmp,email
35604,udp,sv_P3
52170,tcp,sv_P1
59171,tcp,sv_P1
60442,tcp,sv_P4
55796,udp,sv_P5
11254,udp,sv_P4
16108,tcp,sv_P3
21932,udp,sv_P4
24825,udp,sv_P4
29684,icmp,sv_P4
57804,tcp,sv_P4
30060,udp,sv_P5
44730,icmp,email
5057,tcp,sv_P1
6327,icmp,sv_P2
39934,udp,sv_P5
1351,udp,sv_P3
15652,tcp,sv_P3
9633,icmp,email
61296,udp,email
38028,icmp,sv_P2
40037,tcp,sv_P2
16366,tcp,sv_P2
54072,udp,sv_P3
18156,tcp,sv_P1
53226,tcp,sv_P3
21645,icmp,email
50179,tcp,sv_P2
22155,icmp,sv_P1
40040,icmp,sv_P5
11467,udp,sv_P4
15128,udp,sv_P3
40724,tcp,email
54722,udp,sv_P5
14733,tcp,sv_P1
63041,tcp,sv_P4
48889,icmp,sv_P3
41083,icmp,sv_P4
54441,udp,sv_P4
35609,udp,sv_P4
48921,icmp,sv_P3
15953,icmp,sv_P5
46950,icmp,sv_P4
8399,icmp,sv_P5
19467,udp,email
32951,tcp,sv_P2
47927,udp,sv_P1
11403,tcp,email
18213,tcp,email
27305,tcp,sv_P1
33672,icmp,sv_P4
59377,udp,sv_P1
56256,tcp,sv_P3
9445,tcp,sv_P2
27677,icmp,sv_P1
37074,icmp,sv_P3
63369,udp,email
47177,icmp,sv_P4
27256,udp,sv_P3
30255,icmp,sv_P2
13375,tcp,sv_P5
51181,icmp,sv_P1
33027,icmp,sv_P5
30673,icmp,sv_P3
62345,tcp,sv_P3
13832,icmp,sv_P4
53667,udp,sv_P4
11445,icmp,sv_P4
37170,udp,sv_P1
5844,tcp,email
5021,icmp,sv_P5
50247,tcp,sv_P5
11966,icmp,sv_P2
29942,udp,sv_P2
43850,tcp,sv_P3
45925,udp,sv_P2
23922,tcp,sv_P4
4527,icmp,email
60343,tcp,sv_P1
55580,udp,sv_P2
508,tcp,sv_P1
47683,tcp,sv_P4
53738,icmp,sv_P2
1657,tcp,email
27969,udp,sv_P1
44887,icmp,sv_P1
4113,tcp,email
33872,icmp,sv_P2
7818,tcp,sv_P5
29806,icmp,sv_P4
44904,icmp,sv_P2
57821,tcp,sv_P3
30610,icmp,sv_P4
5544,tcp,sv_P1
32919,icmp,sv_P3
21491,tcp,sv_P2
46779,udp,sv_P3
6013,udp,sv_P2
60265,tcp,sv_P3
51659,icmp,sv_P1
3165,udp,email
3724,tcp,sv_P3
51281,icmp,sv_P1
2772,udp,email
15015,icmp,sv_P5
19122,icmp,sv_P4
52972,icmp,sv_P2
9126,icmp,email
50331,udp,sv_P2
1690,icmp,sv_P3
60100,icmp,sv_P5
537,tcp,sv_P1
1097,tcp,sv_P2
37177,tcp,sv_P3
52051,icmp,sv_P2
37813,tcp,sv_P5
47956,icmp,sv_P2
19485,udp,sv_P1
63335,udp,sv_P5
41827,icmp,email
7715,tcp,email
21638,udp,sv_P5
50366,tcp,sv_P3
18813,tcp,sv_P5
19198,icmp,sv_P3
12712,icmp,email
28805,tcp,email
9517,tcp,sv_P4
37866,udp,email
51014,tcp,sv_P1
60581,icmp,sv_P3
40688,tcp,email
1393,tcp,sv_P1
1219,icmp,sv_P5
4532,tcp,sv_P3
19320,icmp,sv_P2
43034,icmp,sv_P2
51197,icmp,sv_P5
51915,udp,email
30242,tcp,sv_P2
38932,icmp,sv_P2
35644,udp,sv_P4
10925,icmp,email
18961,udp,sv_P5
34873,udp,sv_P3
55191,udp,sv_P3
34854,icmp,sv_P4
33601,icmp,sv_P4
44560,udp,sv_P1
51101,icmp,sv_P2
47136,tcp,sv_P2
33677,icmp,email
6533,icmp,sv_P2
23686,icmp,sv_P5
1118,tcp,sv_P3
14659,tcp,sv_P2
6569,tcp,sv_P1
63143,tcp,sv_P5
50083,icmp,sv_P4
59176,icmp,sv_P5
11792,tcp,sv_P1
12420,udp,sv_P2
57881,icmp,sv_P1
61685,udp,sv_P5
56135,icmp,sv_P4
12670,icmp,sv_P1
53560,udp,sv_P5
36685,tcp,sv_P4
62589,udp,sv_P4
38175,udp,sv_P1
35860,icmp,sv_P2
19653,tcp,sv_P1
24244,icmp,sv_P1
764,udp,sv_P5
48501,tcp,sv_P2
50064,tcp,sv_P3
24973,tcp,sv_P1
14891,tcp,sv_P2
64234,icmp,sv_P1
26986,tcp,sv_P2
64517,tcp,email
7688,tcp,sv_P4
23205,icmp,sv_P4
55825,udp,email
34404,udp,sv_P3
10260,udp,sv_P3
27365,udp,sv_P4
42521,tcp,sv_P4
3262,tcp,sv_P5
7980,udp,sv_P4
37287,icmp,sv_P5
50607,udp,sv_P2
32311,udp,sv_P2
4415,icmp,sv_P3
27173,icmp,sv_P3
19076,icmp,sv_P4
25151,icmp,sv_P3
50510,icmp,sv_P5
10529,udp,sv_P1
46277,tcp,sv_P4
54510,tcp,sv_P1
9391,udp,sv_P1
4531,tcp,sv_P4
36222,icmp,sv_P1
30469,icmp,sv_P5
36623,udp,sv_P4
20702,tcp,email
5424,udp,sv_P5
27645,tcp,sv_P3
24483,tcp,sv_P3
29058,udp,email
50490,tcp,sv_P3
28455,icmp,sv_P1
10808,icmp,sv_P3
38322,udp,sv_P3
14101,tcp,sv_P5
28501,icmp,sv_P1
34589,icmp,sv_P3
9195,udp,sv_P2
29204,tcp,sv_P4
54030,udp,sv_P4
53537,udp,sv_P3
45029,tcp,email
36857,tcp,sv_P2
27662,icmp,sv_P5
63630,udp,sv_P4
29790,icmp,sv_P5
10841,udp,sv_P4
51389,udp,sv_P4
19069,tcp,sv_P3
10422,tcp,sv_P1
15598,tcp,sv_P4
28385,icmp,sv_P1
42736,udp,sv_P2
29103,tcp,sv_P2
33591,udp,sv_P3
51663,tcp,sv_P4
15989,tcp,sv_P5
5174,tcp,sv_P2
63548,udp,sv_P4
7816,tcp,sv_P4
56249,icmp,email
31885,icmp,sv_P3
9733,tcp,sv_P1
2357,tcp,sv_P3
58850,tcp,email
61689,icmp,sv_P3
20482,udp,sv_P5
50409,udp,sv_P3
61401,icmp,sv_P5
5114,icmp,sv_P1
25622,icmp,sv_P2
30212,tcp,sv_P4
64739,udp,email
21659,tcp,email
51253,tcp,sv_P1
38363,tcp,sv_P3
21527,udp,email
33730,icmp,sv_P1
34780,tcp,sv_P4
9846,icmp,email
28584,tcp,sv_P5
39610,udp,sv_P5
14024,tcp,sv_P4
10159,udp,sv_P5
9309,udp,sv_P4
52023,tcp,sv_P3
29874,tcp,sv_P2
19213,tcp,sv_P2
27823,tcp,email
25768,udp,sv_P1
35130,tcp,sv_P2
37909,udp,email
17132,udp,sv_P2
42039,icmp,sv_P5
40353,udp,email
29452,udp,sv_P3
31951,udp,sv_P1
53951,icmp,email
5970,icmp,sv_P4
27418,tcp,sv_P2
39323,tcp,sv_P2
64040,icmp,sv_P4
10954,icmp,sv_P2
38051,tcp,sv_P4
18675,udp,sv_P1
28783,tcp,sv_P5
43353,icmp,sv_P2
60979,tcp,sv_P1
11570,icmp,sv_P3
15465,udp,sv_P1
45726,tcp,sv_P5
35625,udp,sv_P2
50220,udp,sv_P1
516,udp,email
37355,icmp,sv_P3
46778,udp,sv_P5
18798,icmp,email
7641,icmp,sv_P4
62664,udp,email
53903,icmp,sv_P1
41527,icmp,email
63203,udp,email
35559,tcp,sv_P3
42881,tcp,sv_P3
5796,icmp,sv_P3
57679,icmp,sv_P1
34775,icmp,sv_P1
19809,udp,sv_P2
48611,tcp,sv_P5
53678,icmp,sv_P1
20981,icmp,sv_P4
37839,icmp,sv_P2
64721,tcp,sv_P4
27539,icmp,sv_P3
16802,tcp,sv_P1
4191,tcp,sv_P1
44426,tcp,sv_P2
29632,icmp,sv_P4
12552,tcp,email
21157,udp,email
5234,icmp,sv_P2
54360,udp,sv_P1
46481,icmp,sv_P3
21546,udp,sv_P3
30646,udp,sv_P3
53601,icmp,email
35763,tcp,sv_P4
42031,udp,sv_P3
42860,udp,sv_P5
37428,icmp,email
45878,tcp,email
45607,tcp,sv_P4
30792,icmp,sv_P3
48726,icmp,sv_P5
61072,tcp,sv_P2
23909,udp,sv_P2
40022,icmp,sv_P1
64246,udp,email
29710,udp,sv_P4
23663,icmp,sv_P2
17542,udp,email
53644,udp,email
9966,tcp,email
62599,tcp,sv_P2
19104,tcp,email
38763,icmp,email
5572,icmp,sv_P1
8102,udp,email
1587,icmp,sv_P3
49335,tcp,email
38522,icmp,email
62883,icmp,sv_P4
29792,udp,sv_P5
10249,udp,sv_P1
59597,udp,sv_P2
26780,udp,sv_P5
36512,udp,sv_P3
35037,icmp,sv_P2
45112,udp,sv_P5
35803,tcp,email
36609,tcp,sv_P1
54741,icmp,sv_P2
59825,tcp,sv_P1
27567,icmp,sv_P4
3672,icmp,sv_P3
10284,udp,email
55938,icmp,sv_P2
20515,tcp,email
64269,udp,sv_P5
7697,udp,sv_P4
10093,icmp,sv_P5
30690,icmp,sv_P5
60036,udp,sv_P5
59497,udp,sv_P3
62695,udp,sv_P2
26807,tcp,email
58496,tcp,sv_P4
50123,tcp,sv_P4
4151,icmp,sv_P4
59358,tcp,sv_P5
60745,tcp,sv_P2
9338,udp,sv_P2
38294,udp,sv_P3
18299,icmp,sv_P3
54990,icmp,sv_P1
46631,udp,sv_P4
43478,tcp,sv_P1
42617,icmp,email
65091,tcp,sv_P2
17476,tcp,sv_P4
36381,icmp,sv_P2
1146,tcp,sv_P1
23542,icmp,sv_P3
20710,tcp,sv_P5
37555,udp,sv_P2
61465,icmp,email
32058,tcp,email
35060,tcp,sv_P4
3863,udp,email
37617,icmp,email
37687,icmp,sv_P2
58216,icmp,sv_P2
64547,icmp,email
46881,tcp,sv_P5
32213,udp,sv_P3
58452,icmp,sv_P5
27812,tcp,sv_P5
18971,icmp,sv_P4
49699,tcp,sv_P2
42369,icmp,sv_P1
62064,udp,sv_P1
3842,udp,sv_P5
32564,udp,sv_P3
5027,udp,email
35330,tcp,sv_P1
62200,icmp,sv_P5
2550,udp,sv_P1
46207,udp,sv_P2
40666,icmp,sv_P5
26544,udp,email
44862,icmp,email
1011,udp,sv_P2
61780,udp,sv_P4
14943,icmp,sv_P5
53553,tcp,sv_P5
27852,icmp,sv_P2
13571,udp,email
7102,tcp,sv_P1
14280,tcp,sv_P5
29776,icmp,sv_P2
43860,udp,sv_P5
34501,icmp,sv_P3
44211,tcp,sv_P5
27288,tcp,sv_P2
50726,tcp,sv_P2
30457,udp,sv_P5
39658,tcp,email
32865,udp,sv_P1
50081,tcp,sv_P5
60001,icmp,sv_P1
21162,tcp,sv_P4
48601,icmp,sv_P2
56535,udp,sv_P3
5265,icmp,sv_P1
33724,tcp,sv_P1
21717,icmp,email
13375,tcp,sv_P3
6292,tcp,sv_P5
62851,udp,sv_P5
34127,udp,sv_P2
47401,udp,sv_P2
29912,tcp,sv_P4
58432,udp,sv_P5
13587,icmp,sv_P4
2634,udp,sv_P2
56319,icmp,email
21190,icmp,email
42844,udp,sv_P2
18762,tcp,email
24695,icmp,sv_P1
21858,icmp,sv_P4
20073,tcp,sv_P3
38775,tcp,sv_P1
16268,tcp,email
33083,icmp,sv_P3
58078,icmp,sv_P4
33889,udp,sv_P3
25964,tcp,sv_P2
15907,icmp,sv_P4
34276,udp,email
49999,tcp,sv_P5
22374,udp,sv_P2
40484,udp,sv_P2
44981,tcp,sv_P5
16617,icmp,sv_P4
382,udp,sv_P1
62955,icmp,email
17316,icmp,sv_P1
29827,icmp,sv_P2
1145,icmp,sv_P5
55967,udp,sv_P3
59554,udp,sv_P1
29356,icmp,sv_P4
36979,tcp,sv_P3
50140,tcp,sv_P5
4987,udp,sv_P4
36206,tcp,sv_P1
130,tcp,sv_P2
18468,udp,email
4958,icmp,sv_P4
4722,icmp,sv_P3
43834,udp,sv_P3
60174,icmp,sv_P3
54094,tcp,sv_P2
62680,udp,email
480,icmp,sv_P3
14941,icmp,sv_P3
10663,icmp,email
16713,icmp,sv_P4
57002,icmp,sv_P2
19123,tcp,email
20451,icmp,sv_P2
37687,tcp,email
29743,icmp,sv_P2
64665,icmp,sv_P5
64806,udp,sv_P5
25891,tcp,sv_P4
16458,icmp,sv_P1
62456,udp,sv_P3
25820,icmp,sv_P1
11951,udp,email
39280,tcp,sv_P4
47124,udp,sv_P1
3184,icmp,sv_P2
2166,icmp,sv_P5
9725,icmp,sv_P3
41751,icmp,sv_P1
48396,tcp,sv_P5
22278,tcp,sv_P5
40977,tcp,sv_P1
61401,tcp,sv_P2
29237,tcp,sv_P2
52343,tcp,email
1674,icmp,email
18178,udp,sv_P1
22888,tcp,sv_P3
5139,tcp,sv_P5
9157,icmp,sv_P2
48888,icmp,sv_P4
61116,udp,sv_P4
43955,tcp,sv_P5
13578,icmp,sv_P2
26443,udp,sv_P5
2536,icmp,sv_P2
18815,udp,sv_P2
7571,udp,sv_P5
47009,tcp,sv_P2
7506,icmp,email
38354,tcp,sv_P2
43633,tcp,sv_P2
57265,udp,email
17977,tcp,sv_P4
50738,tcp,email
27386,tcp,sv_P5
35792,icmp,sv_P4
20337,icmp,sv_P2
42012,tcp,email
15906,tcp,sv_P1
59746,tcp,sv_P4
25476,icmp,sv_P3
24115,udp,sv_P2
3412,tcp,sv_P3
40320,tcp,sv_P4
58895,icmp,sv_P2
15492,tcp,sv_P4
50183,tcp,sv_P2
1677,tcp,email
44599,icmp,sv_P4
19956,icmp,sv_P1
62847,udp,sv_P2
951,udp,sv_P2
33353,udp,sv_P3
22185,tcp,sv_P3
32455,udp,sv_P4
18629,udp,sv_P5
33017,udp,sv_P1
53966,icmp,sv_P2
34221,tcp,email
19176,tcp,sv_P4
55715,udp,email
62942,tcp,sv_P2
55158,udp,sv_P4
61260,icmp,sv_P2
16698,icmp,sv_P5
53222,udp,sv_P4
14379,tcp,sv_P4
24328,udp,sv_P5
25389,tcp,sv_P3
50223,udp,email
34901,udp,sv_P4
27109,udp,sv_P2
51409,tcp,sv_P2
20229,icmp,sv_P5
9564,icmp,sv_P1
59268,udp,sv_P3
7560,tcp,email
18550,tcp,sv_P2
25722,udp,sv_P5
30199,icmp,sv_P2
60589,udp,sv_P3
28474,icmp,sv_P4
59904,tcp,sv_P3
51725,icmp,sv_P3
22308,udp,sv_P2
23881,udp,sv_P3
28180,tcp,sv_P1
63394,icmp,sv_P1
49000,udp,sv_P5
8595,udp,sv_P5
17371,icmp,email
31044,udp,sv_P5
9188,tcp,email
47245,icmp,sv_P4
33937,icmp,sv_P1
22722,tcp,sv_P4
17028,icmp,sv_P5
56507,udp,sv_P5
51379,icmp,sv_P2
56368,icmp,sv_P4
15433,tcp,email
51434,icmp,email
18565,udp,sv_P4
13572,icmp,sv_P3
26455,udp,sv_P3
48125,icmp,sv_P3
17568,tcp,sv_P5
2725,icmp,email
48586,icmp,sv_P2
31269,tcp,sv_P5
5665,udp,sv_P5
59947,udp,sv_P2
5169,tcp,sv_P2
44544,tcp,sv_P3
43380,tcp,sv_P1
6623,udp,sv_P1
34916,udp,sv_P5
3120,icmp,sv_P4
62152,icmp,sv_P2
1020,udp,sv_P1
20023,icmp,sv_P2
41367,icmp,sv_P1
45465,tcp,email
59112,icmp,sv_P2
45827,tcp,email
51431,tcp,sv_P3
22999,tcp,sv_P2
18650,udp,sv_P5
25892,icmp,email
42799,icmp,sv_P3
7208,udp,sv_P5
11626,icmp,sv_P4
9411,icmp,sv_P2
16050,udp,sv_P2
41541,icmp,sv_P1
24960,udp,email
49668,udp,email
46855,icmp,sv_P5
52997,udp,sv_P1
46455,tcp,sv_P5
28527,udp,email
44934,udp,sv_P1
44382,udp,sv_P5
33560,tcp,email
34092,icmp,sv_P1
5486,icmp,sv_P1
12882,tcp,sv_P4
32994,icmp,sv_P2
22441,icmp,sv_P4
58672,tcp,email
30918,udp,email
50391,icmp,sv_P4
39937,udp,sv_P4
13865,udp,email
26509,udp,sv_P3
24555,icmp,sv_P3
15095,udp,email
15148,udp,sv_P4
43383,udp,sv_P5
50837,udp,sv_P5
23276,icmp,sv_P2
54733,tcp,sv_P5
665,udp,sv_P2
23412,icmp,sv_P1
23575,tcp,sv_P5
38296,tcp,email
13603,tcp,sv_P1
51777,icmp,sv_P5
33,udp,sv_P2
48899,icmp,email
18849,udp,email
16567,udp,sv_P3
22302,icmp,sv_P4
22489,icmp,sv_P2
4009,icmp,email
48617,tcp,sv_P3
30164,tcp,sv_P3
43640,tcp,sv_P5
57815,tcp,sv_P5
8486,udp,sv_P3
52749,tcp,email
7177,udp,sv_P5
15041,icmp,sv_P1
50999,icmp,email
38932,udp,sv_P1
51446,tcp,sv_P5
53392,udp,sv_P3
25923,icmp,sv_P4
2479,udp,email
42636,udp,email
13190,udp,sv_P2
13602,udp,sv_P5
23046,icmp,sv_P4
56931,udp,sv_P2
42773,udp,email
5857,tcp,sv_P4
13597,icmp,email
18479,tcp,sv_P3
28465,icmp,sv_P1
16310,icmp,sv_P5
61759,icmp,sv_P3
51057,icmp,sv_P3
19824,udp,sv_P5
38690,udp,sv_P3
21258,udp,email
54924,udp,sv_P3
7988,icmp,sv_P1
32776,tcp,sv_P3
61272,tcp,sv_P2
14924,icmp,sv_P1
58696,icmp,sv_P4
12214,icmp,sv_P4
46155,icmp,sv_P1
53388,tcp,sv_P3
30470,udp,sv_P4
44794,udp,sv_P4
64977,tcp,sv_P3
10355,tcp,sv_P5
23471,tcp,sv_P3
64305,tcp,sv_P5
63600,udp,sv_P3
33007,udp,sv_P5
30259,icmp,sv_P1
17292,udp,sv_P4
36026,icmp,sv_P2
7237,tcp,sv_P1
45336,udp,email
15796,icmp,sv_P2
54239,icmp,sv_P4
52163,udp,email
35941,udp,sv_P3
19700,udp,sv_P3
50744,udp,sv_P4
37166,tcp,email
53352,udp,sv_P2
58024,udp,sv_P2
40885,tcp,sv_P5
41696,tcp,sv_P5
24879,icmp,sv_P3
9002,icmp,sv_P1
62908,udp,email
24607,tcp,sv_P3
5274,tcp,sv_P1
18486,tcp,email
23002,tcp,sv_P3
52406,udp,sv_P5
2707,icmp,sv_P1
31084,icmp,sv_P4
47634,udp,sv_P2
47170,tcp,sv_P4
6823,udp,sv_P5
48315,tcp,sv_P3
44758,icmp,sv_P4
4127,tcp,email
57278,icmp,sv_P1
25432,tcp,email
34332,icmp,email
28509,icmp,sv_P3
35611,tcp,sv_P4
29923,tcp,sv_P5
8383,icmp,sv_P4
47685,udp,sv_P4
55322,tcp,sv_P4
63816,udp,sv_P2
25359,udp,email
1766,tcp,sv_P5
47043,udp,sv_P2
30065,icmp,sv_P2
58267,tcp,sv_P4
55834,tcp,sv_P5
60518,tcp,sv_P3
26577,udp,sv_P4
19420,udp,sv_P2
12482,tcp,sv_P1
58481,udp,sv_P1
30206,icmp,email
7191,icmp,sv_P4
6921,tcp,sv_P4
55921,udp,sv_P4
30352,udp,sv_P4
34437,tcp,sv_P1
29330,tcp,sv_P1
65336,udp,email
49051,tcp,sv_P2
46221,icmp,sv_P1
3565,udp,sv_P4
62158,udp,sv_P5
22071,udp,sv_P4
58120,tcp,sv_P1
17690,udp,sv_P3
60373,icmp,sv_P3
35619,tcp,sv_P4
14716,tcp,sv_P3
61210,udp,sv_P2
60586,tcp,sv_P2
15096,udp,sv_P5
15491,udp,sv_P2
52869,icmp,email
19159,tcp,sv_P3
17592,tcp,sv_P3
53852,icmp,sv_P4
57389,icmp,sv_P3
32653,udp,email
30736,udp,sv_P3
52802,tcp,sv_P1
29971,icmp,email
28326,udp,sv_P3
62083,tcp,sv_P1
60798,udp,email
8581,tcp,sv_P1
43985,tcp,sv_P2
28349,icmp,sv_P2
17470,tcp,sv_P5
58262,udp,email
64811,icmp,sv_P5
237,icmp,sv_P2
51212,icmp,sv_P1
49786,udp,email
41132,udp,sv_P3
44020,tcp,sv_P2
46267,udp,sv_P1
33141,udp,sv_P1
45511,tcp,email
15177,tcp,sv_P5
25954,udp,sv_P4
19475,tcp,sv_P2
41174,tcp,sv_P1
49442,udp,sv_P5
56861,udp,email
41394,udp,sv_P4
36692,udp,sv_P1
43906,udp,sv_P2
29819,icmp,sv_P3
61273,udp,sv_P1
47740,tcp,sv_P1
48760,icmp,sv_P4
40263,tcp,sv_P1
15730,udp,sv_P4
59964,tcp,sv_P3
61215,udp,sv_P5
14344,tcp,sv_P3
27774,tcp,sv_P5
49026,udp,sv_P5
36054,udp,email
59790,udp,email
20595,udp,email
28923,icmp,sv_P2
11696,tcp,email
39477,tcp,email
10827,tcp,sv_P4
63278,udp,sv_P3
55247,icmp,sv_P2
24516,udp,sv_P1
60369,tcp,sv_P1
11348,tcp,email
33168,tcp,sv_P4
34800,icmp,sv_P2
2837,udp,email
6723,udp,email
2691,udp,sv_P4
65393,udp,email
32501,tcp,sv_P3
16909,icmp,sv_P1
12058,icmp,sv_P2
29760,tcp,sv_P5
28086,udp,sv_P5
36543,icmp,sv_P4
45394,tcp,sv_P4
54366,icmp,email
54359,udp,sv_P5
45804,icmp,email
775,udp,email
57950,udp,sv_P3
5272,icmp,sv_P1
18374,udp,sv_P2
25807,tcp,sv_P5
51457,tcp,sv_P2
16395,tcp,sv_P2
19898,udp,sv_P5
41665,udp,sv_P2
590,tcp,sv_P4
29278,icmp,sv_P2
24574,icmp,sv_P2
12914,udp,sv_P2
41335,icmp,sv_P1
38524,icmp,sv_P4
2357,tcp,email
26033,udp,sv_P4
30441,udp,sv_P2
9899,udp,sv_P2
42801,icmp,sv_P4
18042,tcp,sv_P1
57011,udp,email
32736,icmp,sv_P5
21777,udp,sv_P1
20982,udp,email
59909,udp,sv_P4
60950,icmp,sv_P2
15082,tcp,sv_P1
51530,icmp,sv_P2
37742,icmp,email
9099,icmp,email
46999,icmp,sv_P2
60548,tcp,sv_P3
51373,icmp,sv_P4
1332,icmp,sv_P2
48752,udp,sv_P4
58292,udp,email
32176,udp,sv_P5
6554,tcp,sv_P3
5487,tcp,sv_P4
12269,icmp,sv_P4
18483,icmp,email
22217,icmp,email
44348,tcp,sv_P5
23355,tcp,sv_P2
44921,udp,email
3645,udp,sv_P5
57372,tcp,sv_P1
1805,icmp,sv_P2
48135,icmp,email
51741,icmp,sv_P1
64314,tcp,email
61068,icmp,sv_P3
58156,tcp,sv_P5
46971,icmp,sv_P1
34762,tcp,email
5392,tcp,sv_P2
36694,icmp,sv_P3
31854,udp,sv_P2
62866,tcp,sv_P3
27348,icmp,sv_P3
19689,icmp,sv_P2
14402,icmp,sv_P2
44593,udp,sv_P5
64184,icmp,sv_P5
41021,udp,sv_P4
18063,udp,sv_P2
17652,icmp,sv_P1
54755,udp,sv_P4
11923,tcp,sv_P3
46217,udp,sv_P4
24640,tcp,sv_P3
9250,udp,sv_P4
24131,tcp,sv_P1
6137,udp,sv_P5
58989,udp,sv_P3
13949,icmp,sv_P2
40523,udp,sv_P2
45033,icmp,sv_P5
3894,icmp,sv_P2
31045,tcp,email
51898,tcp,sv_P2
30710,icmp,sv_P1
33973,tcp,email
15424,udp,sv_P2
48885,icmp,email
20581,udp,email
30061,udp,email
32460,icmp,email
10848,tcp,sv_P5
50680,tcp,sv_P1
48427,udp,sv_P3
48706,tcp,sv_P2
18742,udp,sv_P2
13681,udp,email
65201,tcp,sv_P2
18444,icmp,sv_P3
8575,icmp,email
49154,tcp,sv_P4
51070,udp,sv_P4
5908,tcp,sv_P5
40142,udp,sv_P3
2299,tcp,sv_P3
28674,udp,sv_P2
3158,tcp,sv_P5
24105,icmp,sv_P3
31435,tcp,sv_P1
48568,icmp,email
10480,udp,sv_P3
38054,icmp,sv_P3
26535,icmp,sv_P5
3447,icmp,sv_P1
7582,tcp,sv_P1
44019,udp,email
17234,icmp,sv_P2
30454,tcp,sv_P1
42577,tcp,sv_P1
51337,icmp,sv_P3
2593,icmp,sv_P2
40068,tcp,sv_P1
18319,icmp,sv_P4
16029,udp,sv_P2
14494,icmp,sv_P2
37505,tcp,sv_P4
63592,tcp,sv_P4
11921,tcp,sv_P3
45399,udp,sv_P3
28665,tcp,sv_P3
43976,icmp,sv_P1
45492,udp,sv_P1
3539,icmp,sv_P4
18266,tcp,sv_P1
22043,icmp,sv_P2
52823,udp,sv_P1
30585,tcp,sv_P4
35233,tcp,sv_P5
25793,tcp,sv_P4
29879,tcp,sv_P4
19231,tcp,sv_P4
25684,tcp,sv_P4
34424,icmp,sv_P5
59173,icmp,sv_P2
64355,tcp,sv_P4
25475,icmp,sv_P5
12127,icmp,sv_P2
36754,tcp,sv_P2
48440,tcp,email
41317,tcp,sv_P3
53571,tcp,sv_P2
31533,tcp,email
18614,icmp,sv_P5
52,icmp,sv_P1
55188,tcp,email
54079,tcp,email
36134,icmp,sv_P2
9556,tcp,sv_P2
23360,icmp,sv_P2
27258,tcp,sv_P4
37267,tcp,sv_P5
32425,icmp,sv_P5
47085,tcp,sv_P2
54827,tcp,sv_P5
64884,icmp,sv_P5
41585,udp,sv_P4
842,tcp,sv_P3
55329,tcp,email
39806,icmp,sv_P2
6807,udp,sv_P4
36848,icmp,email
60139,udp,sv_P4
2811,tcp,sv_P5
22098,udp,sv_P5
51511,tcp,sv_P1
60162,udp,sv_P3
61613,icmp,sv_P1
34940,tcp,sv_P5
7291,icmp,sv_P3
61949,tcp,sv_P2
63030,tcp,sv_P1
17193,udp,sv_P2
23815,icmp,email
3055,tcp,email
51686,udp,sv_P3
57429,icmp,sv_P1
61206,icmp,email
40540,tcp,sv_P2
39513,udp,sv_P2
24300,icmp,sv_P5
48678,udp,sv_P1
37683,tcp,sv_P3
18011,udp,email
22192,icmp,email
65034,tcp,sv_P5
51781,icmp,sv_P2
25282,tcp,sv_P1
58288,udp,sv_P1
11891,udp,sv_P1
61790,tcp,sv_P1
41491,icmp,sv_P4
54851,udp,sv_P2
22009,icmp,email
32451,udp,sv_P1
7761,udp,sv_P5
50877,udp,sv_P5
45298,icmp,sv_P5
15137,udp,email
36003,tcp,sv_P2
57360,tcp,sv_P5
34999,udp,sv_P5
29404,udp,sv_P4
24409,tcp,sv_P2
54383,udp,email
10344,icmp,sv_P1
61843,icmp,email
57437,icmp,sv_P2
23174,tcp,sv_P5
22665,udp,sv_P2
5089,tcp,sv_P1
65198,udp,sv_P5
46872,udp,sv_P4
64668,icmp,sv_P5
19220,tcp,email
33877,tcp,sv_P4
3455,tcp,sv_P5
59610,tcp,sv_P2
4331,icmp,sv_P3
63413,tcp,sv_P4
15611,tcp,sv_P3
59945,tcp,sv_P1
290,icmp,sv_P4
47863,udp,sv_P1
51609,tcp,sv_P5
14848,udp,sv_P3
40506,udp,sv_P2
10242,udp,email
1313,udp,sv_P2
22870,icmp,sv_P2
28895,icmp,email
30638,udp,sv_P1
56371,icmp,sv_P3
37880,tcp,sv_P3
36055,tcp,sv_P2
7613,tcp,email
51698,tcp,email
62804,icmp,sv_P5
17747,udp,sv_P5
18475,icmp,sv_P5
55043,tcp,email
54762,udp,sv_P4
45289,icmp,sv_P2
1155,udp,sv_P3
6936,udp,sv_P4
3141,udp,sv_P4
48727,icmp,sv_P5
52361,icmp,email
45291,udp,sv_P2
52153,udp,sv_P5
14156,icmp,sv_P2
33219,icmp,email
19539,tcp,sv_P4
59819,udp,sv_P4
65219,tcp,sv_P2
10297,icmp,email
1559,icmp,sv_P4
59106,tcp,sv_P4
42267,icmp,sv_P1
5582,udp,sv_P5
34057,udp,sv_P5
63224,tcp,sv_P5
59034,tcp,sv_P1
38258,udp,sv_P3
36510,tcp,sv_P2
34382,udp,sv_P4
15870,tcp,sv_P2
